41,39
21,43
38,31
33,19
11,12
36,48
47,22
37,21
30,43
41,6
11,1
0,42
38,19
30,34
36,10
13,34
4,9
5,20
32,28
30,6
43,25
43,27
48,8
46,1
4,30
39,6
30,19
6,2
3,49
11,14
26,31
13,25
19,45
12,37
16,30
15,18
48,49
41,2
23,41
43,24
23,23
38,35
6,9
15,20
45,15
33,47
7,49
3,15
36,28
47,13
45,40
6,26
11,24
48,5
35,36
47,10
21,14
31,18
11,17
3,42
33,20
3,34
12,7
33,33
12,6
17,26
16,18
18,3
24,19
9,24
21,17
10,48
25,19
5,31
36,7
38,17
34,24
34,20
35,33
17,19
47,1
36,40
40,39
18,17
42,30
15,24
41,11
48,25
19,24
25,11
46,44
17,22
6,28
40,45
8,17
39,0
33,40
30,45
27,11
48,43
